,9,2,5,1,7
9,,1.205685615705881,1.0230881186861696,1.311138185887333,1.1919326675749309
2,1.205685615705881,,1.1726646061175012,1.382400400736408,1.2801462030999036
5,1.0230881186861696,1.1726646061175012,,1.212090474955822,1.236167802333131
1,1.311138185887333,1.382400400736408,1.212090474955822,,1.368420792976905
7,1.1919326675749309,1.2801462030999036,1.236167802333131,1.368420792976905,
