,9,2,5,1,7
9,,1.2284975864007472,0.9463351548749386,1.3857672748966685,1.769790002051584
2,1.2284975864007472,,1.1636432495124698,1.450174844095514,1.9256245701767565
5,0.9463351548749386,1.1636432495124698,,1.1325752336459287,1.8464598617344141
1,1.3857672748966685,1.450174844095514,1.1325752336459287,,1.8767749042015023
7,1.769790002051584,1.9256245701767565,1.8464598617344141,1.8767749042015023,
