,9,2,5,1,7
9,,1.3508964769980905,1.0711977207077958,1.7451879687555305,1.4256746759467096
2,1.3508964769980905,,1.0728733226941787,1.7691129219950796,1.700976846709774
5,1.0711977207077958,1.0728733226941787,,1.3221725041673293,1.5042821250296676
1,1.7451879687555305,1.7691129219950796,1.3221725041673293,,1.8637985475217873
7,1.4256746759467096,1.700976846709774,1.5042821250296676,1.8637985475217873,
