,9,2,5,1,7
9,,1.1771834376522952,0.9393073088163645,1.255253410703965,1.2225258123821092
2,1.1771834376522952,,1.1189222726003836,1.2974363303679515,1.3299978471872946
5,0.9393073088163645,1.1189222726003836,,1.161593795053122,1.2896977160940806
1,1.255253410703965,1.2974363303679515,1.161593795053122,,1.3722458123442602
7,1.2225258123821092,1.3299978471872946,1.2896977160940806,1.3722458123442602,
