,9,2,5,1,7
9,,1.2696926494609526,0.6492634908985881,1.3091683666607175,1.4028478737974233
2,1.2696926494609526,,1.1007251200460841,1.577145311624063,1.7795064043468884
5,0.6492634908985881,1.1007251200460841,,1.2030615208368198,1.5495054516102067
1,1.3091683666607175,1.577145311624063,1.2030615208368198,,1.833295266543405
7,1.4028478737974233,1.7795064043468884,1.5495054516102067,1.833295266543405,
