,9,2,5,1,7
9,,1.1083761033154527,0.9727975919352075,1.1771861683254135,1.3303345451620747
2,1.1083761033154527,,1.0787229716254632,1.2042320557498518,1.3876687537653778
5,0.9727975919352075,1.0787229716254632,,1.0642251799529687,1.3588450469918982
1,1.1771861683254135,1.2042320557498518,1.0642251799529687,,1.3699543438383275
7,1.3303345451620747,1.3876687537653778,1.3588450469918982,1.3699543438383275,
