,9,2,5,1,7
9,,1.1854676975743332,1.0112865162682962,1.3095613518973503,1.1936398714150185
2,1.1854676975743332,,1.131745761384139,1.351587781867522,1.3167712346062352
5,1.0112865162682962,1.131745761384139,,1.1758708649526939,1.2644575416325916
1,1.3095613518973503,1.351587781867522,1.1758708649526939,,1.3736858297656624
7,1.1936398714150185,1.3167712346062352,1.2644575416325916,1.3736858297656624,
