,9,2,5,1,7
9,,1.0651618849124738,0.8637212912373253,1.1720100565368237,1.302467851654556
2,1.0651618849124738,,1.0236973088846961,1.2359223764581613,1.3625427833917085
5,0.8637212912373253,1.0236973088846961,,1.0689435416900896,1.314898012974098
1,1.1720100565368237,1.2359223764581613,1.0689435416900896,,1.3658753337434406
7,1.302467851654556,1.3625427833917085,1.314898012974098,1.3658753337434406,
