,9,2,5,1,7
9,,1.3062975607741403,0.8175602446136605,1.6182759716379738,1.3058438043076153
2,1.3062975607741403,,1.1355739277960306,1.706355506352172,1.667321584634394
5,0.8175602446136605,1.1355739277960306,,1.3046325809752015,1.510239292287889
1,1.6182759716379738,1.706355506352172,1.3046325809752015,,1.8295428436695182
7,1.3058438043076153,1.667321584634394,1.510239292287889,1.8295428436695182,
